pair_id,judge,judge_model_family,source_model_family,self_family_match,run,category,source_winner,fixture_id
pair_0010,gemma_4b_judge,gemma,qwen,False,4,source_consistent_programmatic,programmatic,ab_A1__r_high__rc_high__ph_peak
pair_0011,gemma_4b_judge,gemma,gemma,True,0,source_consistent_programmatic,programmatic,ab_A1__r_high__rc_low__ph_base
pair_0011,gemma_4b_judge,gemma,gemma,True,1,source_consistent_programmatic,programmatic,ab_A1__r_high__rc_low__ph_base
pair_0011,gemma_4b_judge,gemma,gemma,True,2,source_consistent_programmatic,programmatic,ab_A1__r_high__rc_low__ph_base
pair_0011,gemma_4b_judge,gemma,gemma,True,3,source_consistent_programmatic,programmatic,ab_A1__r_high__rc_low__ph_base
pair_0011,gemma_4b_judge,gemma,gemma,True,4,source_consistent_programmatic,programmatic,ab_A1__r_high__rc_low__ph_base
pair_0012,gemma_4b_judge,gemma,gemma,True,0,source_consistent_programmatic,programmatic,ab_A1__r_high__rc_low__ph_base
pair_0012,gemma_4b_judge,gemma,gemma,True,1,source_consistent_programmatic,programmatic,ab_A1__r_high__rc_low__ph_base
pair_0012,gemma_4b_judge,gemma,gemma,True,2,source_consistent_programmatic,programmatic,ab_A1__r_high__rc_low__ph_base
pair_0012,gemma_4b_judge,gemma,gemma,True,3,source_consistent_programmatic,programmatic,ab_A1__r_high__rc_low__ph_base
pair_0012,gemma_4b_judge,gemma,gemma,True,4,source_consistent_programmatic,programmatic,ab_A1__r_high__rc_low__ph_base
pair_0013,gemma_4b_judge,gemma,gemma,True,0,position_consistent_plan_a,,ab_A1__r_high__rc_low__ph_base
pair_0013,gemma_4b_judge,gemma,gemma,True,1,position_consistent_plan_a,,ab_A1__r_high__rc_low__ph_base
pair_0013,gemma_4b_judge,gemma,gemma,True,2,position_consistent_plan_a,,ab_A1__r_high__rc_low__ph_base
pair_0013,gemma_4b_judge,gemma,gemma,True,3,position_consistent_plan_a,,ab_A1__r_high__rc_low__ph_base
pair_0013,gemma_4b_judge,gemma,gemma,True,4,position_consistent_plan_a,,ab_A1__r_high__rc_low__ph_base
pair_0014,gemma_4b_judge,gemma,qwen,False,0,position_consistent_plan_a,,ab_A1__r_high__rc_low__ph_base
pair_0014,gemma_4b_judge,gemma,qwen,False,1,position_consistent_plan_a,,ab_A1__r_high__rc_low__ph_base
pair_0014,gemma_4b_judge,gemma,qwen,False,2,position_consistent_plan_a,,ab_A1__r_high__rc_low__ph_base
pair_0014,gemma_4b_judge,gemma,qwen,False,3,position_consistent_plan_a,,ab_A1__r_high__rc_low__ph_base
pair_0014,gemma_4b_judge,gemma,qwen,False,4,position_consistent_plan_a,,ab_A1__r_high__rc_low__ph_base
pair_0015,gemma_4b_judge,gemma,qwen,False,0,source_consistent_programmatic,programmatic,ab_A1__r_high__rc_low__ph_base
pair_0015,gemma_4b_judge,gemma,qwen,False,1,source_consistent_programmatic,programmatic,ab_A1__r_high__rc_low__ph_base
pair_0015,gemma_4b_judge,gemma,qwen,False,2,source_consistent_programmatic,programmatic,ab_A1__r_high__rc_low__ph_base
pair_0015,gemma_4b_judge,gemma,qwen,False,3,source_consistent_programmatic,programmatic,ab_A1__r_high__rc_low__ph_base
pair_0015,gemma_4b_judge,gemma,qwen,False,4,source_consistent_programmatic,programmatic,ab_A1__r_high__rc_low__ph_base
pair_0016,gemma_4b_judge,gemma,qwen,False,0,position_consistent_plan_a,,ab_A1__r_high__rc_low__ph_base
pair_0016,gemma_4b_judge,gemma,qwen,False,1,position_consistent_plan_a,,ab_A1__r_high__rc_low__ph_base
pair_0016,gemma_4b_judge,gemma,qwen,False,2,position_consistent_plan_a,,ab_A1__r_high__rc_low__ph_base
pair_0016,gemma_4b_judge,gemma,qwen,False,3,position_consistent_plan_a,,ab_A1__r_high__rc_low__ph_base
pair_0016,gemma_4b_judge,gemma,qwen,False,4,position_consistent_plan_a,,ab_A1__r_high__rc_low__ph_base
pair_0017,gemma_4b_judge,gemma,qwen,False,0,source_consistent_programmatic,programmatic,ab_A1__r_high__rc_low__ph_base
pair_0017,gemma_4b_judge,gemma,qwen,False,1,source_consistent_programmatic,programmatic,ab_A1__r_high__rc_low__ph_base
pair_0017,gemma_4b_judge,gemma,qwen,False,2,source_consistent_programmatic,programmatic,ab_A1__r_high__rc_low__ph_base
pair_0017,gemma_4b_judge,gemma,qwen,False,3,source_consistent_programmatic,programmatic,ab_A1__r_high__rc_low__ph_base
pair_0017,gemma_4b_judge,gemma,qwen,False,4,source_consistent_programmatic,programmatic,ab_A1__r_high__rc_low__ph_base
pair_0018,gemma_4b_judge,gemma,qwen,False,0,source_consistent_programmatic,programmatic,ab_A1__r_high__rc_low__ph_base
pair_0018,gemma_4b_judge,gemma,qwen,False,1,source_consistent_programmatic,programmatic,ab_A1__r_high__rc_low__ph_base
pair_0018,gemma_4b_judge,gemma,qwen,False,2,source_consistent_programmatic,programmatic,ab_A1__r_high__rc_low__ph_base
pair_0018,gemma_4b_judge,gemma,qwen,False,3,source_consistent_programmatic,programmatic,ab_A1__r_high__rc_low__ph_base
pair_0018,gemma_4b_judge,gemma,qwen,False,4,source_consistent_programmatic,programmatic,ab_A1__r_high__rc_low__ph_base
pair_0019,gemma_4b_judge,gemma,gemma,True,0,source_consistent_programmatic,programmatic,ab_A1__r_high__rc_low__ph_peak
pair_0019,gemma_4b_judge,gemma,gemma,True,1,source_consistent_programmatic,programmatic,ab_A1__r_high__rc_low__ph_peak
pair_0019,gemma_4b_judge,gemma,gemma,True,2,source_consistent_programmatic,programmatic,ab_A1__r_high__rc_low__ph_peak
pair_0019,gemma_4b_judge,gemma,gemma,True,3,source_consistent_programmatic,programmatic,ab_A1__r_high__rc_low__ph_peak
pair_0019,gemma_4b_judge,gemma,gemma,True,4,source_consistent_programmatic,programmatic,ab_A1__r_high__rc_low__ph_peak
pair_0020,gemma_4b_judge,gemma,qwen,False,0,source_consistent_programmatic,programmatic,ab_A1__r_high__rc_low__ph_peak
pair_0020,gemma_4b_judge,gemma,qwen,False,1,source_consistent_programmatic,programmatic,ab_A1__r_high__rc_low__ph_peak
pair_0020,gemma_4b_judge,gemma,qwen,False,2,source_consistent_programmatic,programmatic,ab_A1__r_high__rc_low__ph_peak
pair_0020,gemma_4b_judge,gemma,qwen,False,3,source_consistent_programmatic,programmatic,ab_A1__r_high__rc_low__ph_peak
pair_0020,gemma_4b_judge,gemma,qwen,False,4,source_consistent_programmatic,programmatic,ab_A1__r_high__rc_low__ph_peak
pair_0021,gemma_4b_judge,gemma,qwen,False,0,position_consistent_plan_a,,ab_A1__r_high__rc_low__ph_peak
pair_0021,gemma_4b_judge,gemma,qwen,False,1,position_consistent_plan_a,,ab_A1__r_high__rc_low__ph_peak
pair_0021,gemma_4b_judge,gemma,qwen,False,2,position_consistent_plan_a,,ab_A1__r_high__rc_low__ph_peak
pair_0021,gemma_4b_judge,gemma,qwen,False,3,position_consistent_plan_a,,ab_A1__r_high__rc_low__ph_peak
pair_0021,gemma_4b_judge,gemma,qwen,False,4,position_consistent_plan_a,,ab_A1__r_high__rc_low__ph_peak
pair_0022,gemma_4b_judge,gemma,qwen,False,0,source_consistent_programmatic,programmatic,ab_A1__r_high__rc_low__ph_peak
pair_0022,gemma_4b_judge,gemma,qwen,False,1,source_consistent_programmatic,programmatic,ab_A1__r_high__rc_low__ph_peak
pair_0022,gemma_4b_judge,gemma,qwen,False,2,source_consistent_programmatic,programmatic,ab_A1__r_high__rc_low__ph_peak
pair_0022,gemma_4b_judge,gemma,qwen,False,3,source_consistent_programmatic,programmatic,ab_A1__r_high__rc_low__ph_peak
pair_0022,gemma_4b_judge,gemma,qwen,False,4,source_consistent_programmatic,programmatic,ab_A1__r_high__rc_low__ph_peak
pair_0023,gemma_4b_judge,gemma,qwen,False,0,source_consistent_programmatic,programmatic,ab_A1__r_high__rc_low__ph_peak
pair_0023,gemma_4b_judge,gemma,qwen,False,1,source_consistent_programmatic,programmatic,ab_A1__r_high__rc_low__ph_peak
pair_0023,gemma_4b_judge,gemma,qwen,False,2,source_consistent_programmatic,programmatic,ab_A1__r_high__rc_low__ph_peak
pair_0023,gemma_4b_judge,gemma,qwen,False,3,source_consistent_programmatic,programmatic,ab_A1__r_high__rc_low__ph_peak
pair_0023,gemma_4b_judge,gemma,qwen,False,4,source_consistent_programmatic,programmatic,ab_A1__r_high__rc_low__ph_peak
pair_0024,gemma_4b_judge,gemma,gemma,True,0,source_consistent_programmatic,programmatic,ab_A1__r_low__rc_high__ph_base
pair_0024,gemma_4b_judge,gemma,gemma,True,1,source_consistent_programmatic,programmatic,ab_A1__r_low__rc_high__ph_base
pair_0024,gemma_4b_judge,gemma,gemma,True,2,source_consistent_programmatic,programmatic,ab_A1__r_low__rc_high__ph_base
pair_0024,gemma_4b_judge,gemma,gemma,True,3,source_consistent_programmatic,programmatic,ab_A1__r_low__rc_high__ph_base
pair_0024,gemma_4b_judge,gemma,gemma,True,4,source_consistent_programmatic,programmatic,ab_A1__r_low__rc_high__ph_base
pair_0025,gemma_4b_judge,gemma,gemma,True,0,source_consistent_programmatic,programmatic,ab_A1__r_low__rc_high__ph_base
pair_0025,gemma_4b_judge,gemma,gemma,True,1,source_consistent_programmatic,programmatic,ab_A1__r_low__rc_high__ph_base
pair_0025,gemma_4b_judge,gemma,gemma,True,2,source_consistent_programmatic,programmatic,ab_A1__r_low__rc_high__ph_base
pair_0025,gemma_4b_judge,gemma,gemma,True,3,source_consistent_programmatic,programmatic,ab_A1__r_low__rc_high__ph_base
pair_0025,gemma_4b_judge,gemma,gemma,True,4,source_consistent_programmatic,programmatic,ab_A1__r_low__rc_high__ph_base
pair_0026,gemma_4b_judge,gemma,gemma,True,0,source_consistent_programmatic,programmatic,ab_A1__r_low__rc_high__ph_base
pair_0026,gemma_4b_judge,gemma,gemma,True,1,source_consistent_programmatic,programmatic,ab_A1__r_low__rc_high__ph_base
pair_0026,gemma_4b_judge,gemma,gemma,True,2,source_consistent_programmatic,programmatic,ab_A1__r_low__rc_high__ph_base
pair_0026,gemma_4b_judge,gemma,gemma,True,3,source_consistent_programmatic,programmatic,ab_A1__r_low__rc_high__ph_base
pair_0026,gemma_4b_judge,gemma,gemma,True,4,source_consistent_programmatic,programmatic,ab_A1__r_low__rc_high__ph_base
pair_0027,gemma_4b_judge,gemma,gemma,True,0,source_consistent_programmatic,programmatic,ab_A1__r_low__rc_high__ph_base
pair_0027,gemma_4b_judge,gemma,gemma,True,1,source_consistent_programmatic,programmatic,ab_A1__r_low__rc_high__ph_base
pair_0027,gemma_4b_judge,gemma,gemma,True,2,source_consistent_programmatic,programmatic,ab_A1__r_low__rc_high__ph_base
pair_0027,gemma_4b_judge,gemma,gemma,True,3,source_consistent_programmatic,programmatic,ab_A1__r_low__rc_high__ph_base
pair_0027,gemma_4b_judge,gemma,gemma,True,4,source_consistent_programmatic,programmatic,ab_A1__r_low__rc_high__ph_base
pair_0028,gemma_4b_judge,gemma,qwen,False,0,position_consistent_plan_a,,ab_A1__r_low__rc_high__ph_base
pair_0028,gemma_4b_judge,gemma,qwen,False,1,position_consistent_plan_a,,ab_A1__r_low__rc_high__ph_base
pair_0028,gemma_4b_judge,gemma,qwen,False,2,position_consistent_plan_a,,ab_A1__r_low__rc_high__ph_base
pair_0028,gemma_4b_judge,gemma,qwen,False,3,position_consistent_plan_a,,ab_A1__r_low__rc_high__ph_base
pair_0028,gemma_4b_judge,gemma,qwen,False,4,position_consistent_plan_a,,ab_A1__r_low__rc_high__ph_base
pair_0029,gemma_4b_judge,gemma,qwen,False,0,source_consistent_programmatic,programmatic,ab_A1__r_low__rc_high__ph_base
pair_0029,gemma_4b_judge,gemma,qwen,False,1,source_consistent_programmatic,programmatic,ab_A1__r_low__rc_high__ph_base
pair_0029,gemma_4b_judge,gemma,qwen,False,2,source_consistent_programmatic,programmatic,ab_A1__r_low__rc_high__ph_base
pair_0029,gemma_4b_judge,gemma,qwen,False,3,source_consistent_programmatic,programmatic,ab_A1__r_low__rc_high__ph_base
pair_0029,gemma_4b_judge,gemma,qwen,False,4,source_consistent_programmatic,programmatic,ab_A1__r_low__rc_high__ph_base
pair_0030,gemma_4b_judge,gemma,qwen,False,0,source_consistent_programmatic,programmatic,ab_A1__r_low__rc_high__ph_base
pair_0030,gemma_4b_judge,gemma,qwen,False,1,source_consistent_programmatic,programmatic,ab_A1__r_low__rc_high__ph_base
pair_0030,gemma_4b_judge,gemma,qwen,False,2,source_consistent_programmatic,programmatic,ab_A1__r_low__rc_high__ph_base
pair_0030,gemma_4b_judge,gemma,qwen,False,3,source_consistent_programmatic,programmatic,ab_A1__r_low__rc_high__ph_base
pair_0030,gemma_4b_judge,gemma,qwen,False,4,source_consistent_programmatic,programmatic,ab_A1__r_low__rc_high__ph_base
pair_0031,gemma_4b_judge,gemma,qwen,False,0,source_consistent_programmatic,programmatic,ab_A1__r_low__rc_high__ph_base
pair_0031,gemma_4b_judge,gemma,qwen,False,1,source_consistent_programmatic,programmatic,ab_A1__r_low__rc_high__ph_base
pair_0031,gemma_4b_judge,gemma,qwen,False,2,source_consistent_programmatic,programmatic,ab_A1__r_low__rc_high__ph_base
pair_0031,gemma_4b_judge,gemma,qwen,False,3,source_consistent_programmatic,programmatic,ab_A1__r_low__rc_high__ph_base
pair_0031,gemma_4b_judge,gemma,qwen,False,4,source_consistent_programmatic,programmatic,ab_A1__r_low__rc_high__ph_base
pair_0032,gemma_4b_judge,gemma,qwen,False,0,source_consistent_programmatic,programmatic,ab_A1__r_low__rc_high__ph_base
pair_0032,gemma_4b_judge,gemma,qwen,False,1,source_consistent_programmatic,programmatic,ab_A1__r_low__rc_high__ph_base
pair_0032,gemma_4b_judge,gemma,qwen,False,2,source_consistent_programmatic,programmatic,ab_A1__r_low__rc_high__ph_base
pair_0032,gemma_4b_judge,gemma,qwen,False,3,source_consistent_programmatic,programmatic,ab_A1__r_low__rc_high__ph_base
pair_0032,gemma_4b_judge,gemma,qwen,False,4,source_consistent_programmatic,programmatic,ab_A1__r_low__rc_high__ph_base
pair_0033,gemma_4b_judge,gemma,qwen,False,0,source_consistent_programmatic,programmatic,ab_A1__r_low__rc_high__ph_base
pair_0033,gemma_4b_judge,gemma,qwen,False,1,source_consistent_programmatic,programmatic,ab_A1__r_low__rc_high__ph_base
pair_0033,gemma_4b_judge,gemma,qwen,False,2,source_consistent_programmatic,programmatic,ab_A1__r_low__rc_high__ph_base
pair_0033,gemma_4b_judge,gemma,qwen,False,3,source_consistent_programmatic,programmatic,ab_A1__r_low__rc_high__ph_base
pair_0033,gemma_4b_judge,gemma,qwen,False,4,source_consistent_programmatic,programmatic,ab_A1__r_low__rc_high__ph_base
pair_0034,gemma_4b_judge,gemma,gemma,True,0,source_consistent_programmatic,programmatic,ab_A1__r_low__rc_high__ph_peak
pair_0034,gemma_4b_judge,gemma,gemma,True,1,source_consistent_programmatic,programmatic,ab_A1__r_low__rc_high__ph_peak
pair_0034,gemma_4b_judge,gemma,gemma,True,2,source_consistent_programmatic,programmatic,ab_A1__r_low__rc_high__ph_peak
pair_0034,gemma_4b_judge,gemma,gemma,True,3,source_consistent_programmatic,programmatic,ab_A1__r_low__rc_high__ph_peak
pair_0034,gemma_4b_judge,gemma,gemma,True,4,source_consistent_programmatic,programmatic,ab_A1__r_low__rc_high__ph_peak
pair_0035,gemma_4b_judge,gemma,gemma,True,0,source_consistent_programmatic,programmatic,ab_A1__r_low__rc_high__ph_peak
pair_0035,gemma_4b_judge,gemma,gemma,True,1,source_consistent_programmatic,programmatic,ab_A1__r_low__rc_high__ph_peak
pair_0035,gemma_4b_judge,gemma,gemma,True,2,source_consistent_programmatic,programmatic,ab_A1__r_low__rc_high__ph_peak
pair_0035,gemma_4b_judge,gemma,gemma,True,3,source_consistent_programmatic,programmatic,ab_A1__r_low__rc_high__ph_peak
pair_0035,gemma_4b_judge,gemma,gemma,True,4,source_consistent_programmatic,programmatic,ab_A1__r_low__rc_high__ph_peak
pair_0036,gemma_4b_judge,gemma,gemma,True,0,source_consistent_programmatic,programmatic,ab_A1__r_low__rc_high__ph_peak
pair_0036,gemma_4b_judge,gemma,gemma,True,1,source_consistent_programmatic,programmatic,ab_A1__r_low__rc_high__ph_peak
pair_0036,gemma_4b_judge,gemma,gemma,True,2,source_consistent_programmatic,programmatic,ab_A1__r_low__rc_high__ph_peak
pair_0036,gemma_4b_judge,gemma,gemma,True,3,source_consistent_programmatic,programmatic,ab_A1__r_low__rc_high__ph_peak
pair_0036,gemma_4b_judge,gemma,gemma,True,4,source_consistent_programmatic,programmatic,ab_A1__r_low__rc_high__ph_peak
pair_0037,gemma_4b_judge,gemma,qwen,False,0,position_consistent_plan_a,,ab_A1__r_low__rc_high__ph_peak
pair_0037,gemma_4b_judge,gemma,qwen,False,1,position_consistent_plan_a,,ab_A1__r_low__rc_high__ph_peak
pair_0037,gemma_4b_judge,gemma,qwen,False,2,position_consistent_plan_a,,ab_A1__r_low__rc_high__ph_peak
pair_0037,gemma_4b_judge,gemma,qwen,False,3,position_consistent_plan_a,,ab_A1__r_low__rc_high__ph_peak
pair_0037,gemma_4b_judge,gemma,qwen,False,4,position_consistent_plan_a,,ab_A1__r_low__rc_high__ph_peak
pair_0038,gemma_4b_judge,gemma,qwen,False,0,source_consistent_programmatic,programmatic,ab_A1__r_low__rc_high__ph_peak
pair_0038,gemma_4b_judge,gemma,qwen,False,1,source_consistent_programmatic,programmatic,ab_A1__r_low__rc_high__ph_peak
pair_0038,gemma_4b_judge,gemma,qwen,False,2,source_consistent_programmatic,programmatic,ab_A1__r_low__rc_high__ph_peak
pair_0038,gemma_4b_judge,gemma,qwen,False,3,source_consistent_programmatic,programmatic,ab_A1__r_low__rc_high__ph_peak
pair_0038,gemma_4b_judge,gemma,qwen,False,4,source_consistent_programmatic,programmatic,ab_A1__r_low__rc_high__ph_peak
pair_0039,gemma_4b_judge,gemma,qwen,False,0,source_consistent_programmatic,programmatic,ab_A1__r_low__rc_high__ph_peak
pair_0039,gemma_4b_judge,gemma,qwen,False,1,source_consistent_programmatic,programmatic,ab_A1__r_low__rc_high__ph_peak
pair_0039,gemma_4b_judge,gemma,qwen,False,2,source_consistent_programmatic,programmatic,ab_A1__r_low__rc_high__ph_peak
pair_0039,gemma_4b_judge,gemma,qwen,False,3,source_consistent_programmatic,programmatic,ab_A1__r_low__rc_high__ph_peak
pair_0039,gemma_4b_judge,gemma,qwen,False,4,source_consistent_programmatic,programmatic,ab_A1__r_low__rc_high__ph_peak
pair_0040,gemma_4b_judge,gemma,qwen,False,0,source_consistent_programmatic,programmatic,ab_A1__r_low__rc_high__ph_peak
pair_0040,gemma_4b_judge,gemma,qwen,False,1,source_consistent_programmatic,programmatic,ab_A1__r_low__rc_high__ph_peak
pair_0040,gemma_4b_judge,gemma,qwen,False,2,source_consistent_programmatic,programmatic,ab_A1__r_low__rc_high__ph_peak
pair_0040,gemma_4b_judge,gemma,qwen,False,3,source_consistent_programmatic,programmatic,ab_A1__r_low__rc_high__ph_peak
pair_0040,gemma_4b_judge,gemma,qwen,False,4,source_consistent_programmatic,programmatic,ab_A1__r_low__rc_high__ph_peak
pair_0041,gemma_4b_judge,gemma,gemma,True,0,source_consistent_programmatic,programmatic,ab_A1__r_low__rc_low__ph_base
pair_0041,gemma_4b_judge,gemma,gemma,True,1,source_consistent_programmatic,programmatic,ab_A1__r_low__rc_low__ph_base
pair_0041,gemma_4b_judge,gemma,gemma,True,2,source_consistent_programmatic,programmatic,ab_A1__r_low__rc_low__ph_base
pair_0041,gemma_4b_judge,gemma,gemma,True,3,source_consistent_programmatic,programmatic,ab_A1__r_low__rc_low__ph_base
pair_0041,gemma_4b_judge,gemma,gemma,True,4,source_consistent_programmatic,programmatic,ab_A1__r_low__rc_low__ph_base
pair_0042,gemma_4b_judge,gemma,gemma,True,0,source_consistent_programmatic,programmatic,ab_A1__r_low__rc_low__ph_base
pair_0042,gemma_4b_judge,gemma,gemma,True,1,source_consistent_programmatic,programmatic,ab_A1__r_low__rc_low__ph_base
pair_0042,gemma_4b_judge,gemma,gemma,True,2,source_consistent_programmatic,programmatic,ab_A1__r_low__rc_low__ph_base
pair_0042,gemma_4b_judge,gemma,gemma,True,3,source_consistent_programmatic,programmatic,ab_A1__r_low__rc_low__ph_base
pair_0042,gemma_4b_judge,gemma,gemma,True,4,source_consistent_programmatic,programmatic,ab_A1__r_low__rc_low__ph_base
pair_0043,gemma_4b_judge,gemma,gemma,True,0,source_consistent_programmatic,programmatic,ab_A1__r_low__rc_low__ph_base
pair_0043,gemma_4b_judge,gemma,gemma,True,1,source_consistent_programmatic,programmatic,ab_A1__r_low__rc_low__ph_base
pair_0043,gemma_4b_judge,gemma,gemma,True,2,source_consistent_programmatic,programmatic,ab_A1__r_low__rc_low__ph_base
pair_0043,gemma_4b_judge,gemma,gemma,True,3,source_consistent_programmatic,programmatic,ab_A1__r_low__rc_low__ph_base
